Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject,GenBank_Title
OP415241,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_lBTTWI_9000279,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-07,,,"Monkeypox virus isolate MPX_lBTTWI_9000279, complete genome"
OP415243,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_vSkiJH_9000281,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_vSkiJH_9000281, complete genome"
OP415244,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_z0MIuQ_9000282,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197203,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_z0MIuQ_9000282, complete genome"
OP415245,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_jW1uT9_9000283,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_jW1uT9_9000283, complete genome"
OP415248,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_XJRG9b_9000293,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197179,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_XJRG9b_9000293, complete genome"
OP415249,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_nKUAZz_9000294,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_nKUAZz_9000294, complete genome"
OP415250,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_xSF5DR_9000295,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197204,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_xSF5DR_9000295, complete genome"
OP415251,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_eobXCZ_9000296,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_eobXCZ_9000296, complete genome"
OP415252,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_WOcPOH_9000297,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_WOcPOH_9000297, complete genome"
OP415253,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_cbQgLw_9000299,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_cbQgLw_9000299, complete genome"
OP415254,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_imBNaw_9000300,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_imBNaw_9000300, complete genome"
OP415256,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_jTHLhj_9000307,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_jTHLhj_9000307, complete genome"
OP415257,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_eunRrC_9000312,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_eunRrC_9000312, complete genome"
OP415259,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_VghSe2_9000318,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_VghSe2_9000318, complete genome"
OP415260,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_PZ8OdF_9000319,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,lesion,2022-08,,,"Monkeypox virus isolate MPX_PZ8OdF_9000319, complete genome"
OP415261,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_1bN2W6_9000321,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_1bN2W6_9000321, complete genome"
OP415262,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_Gb1XpC_9000323,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2022-08,,,"Monkeypox virus isolate MPX_Gb1XpC_9000323, complete genome"
OP415263,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_1bN2W6_9000324,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_1bN2W6_9000324, complete genome"
OP415265,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_7eECz2_9000326,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_7eECz2_9000326, complete genome"
OP415267,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_rYdyAi_9000329,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_rYdyAi_9000329, complete genome"
OP415268,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_Qjmiyl_9000330,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_Qjmiyl_9000330, complete genome"
OP415269,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_i0Eo3X_9000331,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_i0Eo3X_9000331, complete genome"
OP415271,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_Mfh7qh_9000333,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_Mfh7qh_9000333, complete genome"
OP415272,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_bSkpM3_9000334,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_bSkpM3_9000334, complete genome"
OP415273,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_L0aaxP_9000335,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_L0aaxP_9000335, complete genome"
OP415274,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_i96eY5_9000346,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_i96eY5_9000346, complete genome"
OP415277,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_znBYiF_9000350,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_znBYiF_9000350, complete genome"
OP415278,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_ev2D41_9000352,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_ev2D41_9000352, complete genome"
OP415280,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_3LjZEY_9000355,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,feces,2022-08,,,"Monkeypox virus isolate MPX_3LjZEY_9000355, complete genome"
OP415281,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_hSAaEl_9000356,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_hSAaEl_9000356, complete genome"
OP415282,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_yttrq1_9000358,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_yttrq1_9000358, complete genome"
OP415283,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-12,MPX_QfgFmq_9000359,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-08,,,"Monkeypox virus isolate MPX_QfgFmq_9000359, complete genome"
OP394229,Monkeypox virus,,"Burton,J., Easterbrook,L., Drinkwater,E., Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-09-09,9000220_NCPV_1703,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-05-14,,,"Monkeypox virus isolate 9000220_NCPV_1703, complete genome"
OP392531,Monkeypox virus,SRR21524970,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-09-08,MpxV/human/USA/OH-UW-071356/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197186,GenBank,complete,,,,USA: OH,USA,OH,Homo sapiens,,2022-07,SAMN30797805,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/OH-UW-071356/2022, complete genome"
OP392540,Monkeypox virus,SRR21524969,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-09-08,MpxV/human/USA/WA-UW-082770/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197191,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN30797806,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-082770/2022, complete genome"
OP392547,Monkeypox virus,SRR21524972,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-09-08,MpxV/human/USA/WA-UW-085462/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197192,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN30797803,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-085462/2022, complete genome"
OP392549,Monkeypox virus,SRR21524976,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-09-08,MpxV/human/USA/WA-UW-087104/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197192,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN30797800,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-087104/2022, complete genome"
OP373386,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-09-06,MPXV/Germany/2022/RKI328,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-09,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI328, complete genome"
OP373390,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-09-06,MPXV/Germany/2022/RKI332,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-09,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI332, complete genome"
OP373391,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-09-06,MPXV/Germany/2022/RKI333,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-09,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI333, complete genome"
OP351278,Monkeypox virus,,"Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.","University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health",USA,2022-09-01,MPXV22/human/USA-OK-21,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197182,GenBank,complete,,,,USA: Oklahoma,USA,OK,Homo sapiens,,2022-06-14,,,"Monkeypox virus isolate MPXV22/human/USA-OK-21, complete genome"
OP351279,Monkeypox virus,,"Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.","University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health",USA,2022-09-01,MPXV22/human/USA-OK-41,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197182,GenBank,complete,,,,USA: Oklahoma,USA,OK,Homo sapiens,,2022-07-13,,,"Monkeypox virus isolate MPXV22/human/USA-OK-41, complete genome"
OP351282,Monkeypox virus,,"Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.","University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health",USA,2022-09-01,MPXV22/human/USA-OK-67,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197199,GenBank,complete,,,,USA: Oklahoma,USA,OK,Homo sapiens,,2022-07-19,,,"Monkeypox virus isolate MPXV22/human/USA-OK-67, complete genome"
OP351283,Monkeypox virus,,"Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.","University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health",USA,2022-09-01,MPXV22/human/USA-OK-68,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197182,GenBank,complete,,,,USA: Oklahoma,USA,OK,Homo sapiens,,2022-07-22,,,"Monkeypox virus isolate MPXV22/human/USA-OK-68, complete genome"
OP351284,Monkeypox virus,,"Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.","University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health",USA,2022-09-01,MPXV22/human/USA-OK-69,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197182,GenBank,complete,,,,USA: Oklahoma,USA,OK,Homo sapiens,,2022-07-22,,,"Monkeypox virus isolate MPXV22/human/USA-OK-69, complete genome"
OP351286,Monkeypox virus,,"Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.","University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health",USA,2022-09-01,MPXV22/human/USA-OK-134,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197179,GenBank,complete,,,,USA: Oklahoma,USA,OK,Homo sapiens,,2022-08-08,,,"Monkeypox virus isolate MPXV22/human/USA-OK-134, complete genome"
OP351287,Monkeypox virus,,"Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.","University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health",USA,2022-09-01,MPXV22/human/USA-OK-149,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197178,GenBank,complete,,,,USA: Oklahoma,USA,OK,Homo sapiens,,2022-08-11,,,"Monkeypox virus isolate MPXV22/human/USA-OK-149, complete genome"
OP331334,Monkeypox virus,,"Grove,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-08-31,MPXV_UK_2022_9000060,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-06-07,,,"Monkeypox virus isolate MPXV_UK_2022_9000060, complete genome"
OP331335,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-08-31,MPXV_UK_2022_9000155,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197212,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-06-03,,,"Monkeypox virus isolate MPXV_UK_2022_9000155, complete genome"
OP331336,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-08-31,MPXV_UK_2022_9000166,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197196,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-06-29,,,"Monkeypox virus isolate MPXV_UK_2022_9000166, complete genome"
OP331337,Monkeypox virus,,"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation",,2022-08-31,MPXV_UK_2022_9000183,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,,2022-06-29,,,"Monkeypox virus isolate MPXV_UK_2022_9000183, complete genome"
OP328307,Monkeypox virus,SRR21236131,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",USA,2022-08-30,MpxV/human/USA/WA-UW-083953/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197196,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN30526395,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-083953/2022, complete genome"
OP328309,Monkeypox virus,SRR21236114,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",USA,2022-08-30,MpxV/human/USA/WA-UW-089142/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197190,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN30526428,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-089142/2022, complete genome"
OP328312,Monkeypox virus,SRR21236110,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",USA,2022-08-30,MpxV/human/USA/WA-UW-087564/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197194,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN30526432,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-087564/2022, complete genome"
